,label,text,name
1903,1,"From: kbos@carina.unm.edu (K. Mitchell Bose)
Subject: Re: ESPN and Expansion
Organization: University of New Mexico, Albuquerque
Lines: 38
NNTP-Posting-Host: carina.unm.edu

In article <C5109u.7C0@ucdavis.edu> itlm013@dale.ucdavis.edu (Donnie Trump) writes:
>I was watching Peter Gammons on ESPN last night, and he's got me a little
>confused.
>
>While talking about expansion, he started mentioning people who might benefit
>from the fringe players they'll be facing: McGriff hitting 50 home runs,
>Sheffield getting 150 rbi's, and Glavine winning 25 games.  This was,
>of course, all in reference to what happened the *other* times that baseball
>has expanded (early 60's, late 60's, late 70's).
>
>What really confused me, though, was the mention of *AL* players who would
>do well next year.  Specifically, Roger Clemens winning 25 games, and the
>likes of McGwire and Gonzalez hitting 50 home runs.
>
>My question is:  How in the hell will the Rockies/Marlins help the AL?  The
>last time I looked, there wasn't a lot of talent jumping leagues.  Did I
>miss something?
>
Only if you persist in believing that Peter Gammons is more knowledgable about
baseball than the average mailbox.  Okay, I'm overstating.  Still, the man 
actually had the gall to say that one out of every six pitchers in the NL this
year did not pitch in the majors last year.

Huh?

IMO, this expansion will not see the explosive jump in offense that the 
other expansion drafts had, since the talent was diluted over both leagues.
In Gammons' defense, because the talent drain came from the AL as well, some
increase will be seen.  He also gets credit for mentioning that the 1969 jump
in offense was due also to the rules changes after the 1968 season.  He's still
full of it...


-- 
            Kurt Bose (as in Daisy, not Rose) * kbos@carina.unm.edu
""If you take out all the f--ks, this is an 18 page book.""
   -Wally Backman, leafing though a copy of Mets teammate Lenny Dykstra's 
    autobiography, _NAILS_ 
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\102647
273,2,"From: nicho@vnet.IBM.COM (Greg Stewart-Nicholls)
Subject: Re: Biosphere II
Reply-To: nicho@vnet.ibm.com
Disclaimer: This posting represents the poster's views, not those of IBM
News-Software: UReply 3.1
X-X-From: nicho@vnet.ibm.com
            <1q77ku$av6@access.digex.net>
Lines: 10

In <1q77ku$av6@access.digex.net> Pat writes:
>The Work is privately funded,  the DATA belongs to SBV.  I don't see
>either george or Fred,  scoriating IBM research division for
>not releasing data.
   We publish plenty kiddo,you just have to look.
 -----------------------------------------------------------------
 .sig files are like strings ... every yo-yo's got one.

Greg Nicholls ... nicho@vnet.ibm.com (business) or
                  nicho@olympus.demon.co.uk (private)
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\sci.space\60894
790,0,"From: I3150101@dbstu1.rz.tu-bs.de (Benedikt Rosenau)
Subject: Re: An Anecdote about Islam
Organization: Technical University Braunschweig, Germany
Lines: 76

In article <115687@bu.edu>
jaeger@buphy.bu.edu (Gregg Jaeger) writes:
 
(deletion)
>Sure. Yes, I did. You see I don't think that rape and murder should
>be dealt with lightly. You, being so interested in leniency for
>leniency's sake, apparently think that people should simply be
>told the ""did a _bad_ thing.""
>
 
Straw man. And you brought up leniency.
 
 
>>And what about the simple chance of misjudgements?
>
>Misjudgments should be avoided as much as possible.
>I suspect that it's pretty unlikely that, given my requirement
>of repeated offenses, that misjudgments are very likely.
>
 
Assuming that misjudgements are not correlated.
 
 
(Deletion)
>>I just love to compare such lines to the common plea of your fellow believers
>>not to call each others names. In this case, to substantiate it: The Quran
>>allows that one beATs one's wife into submission.
>
>
>Really? Care to give chapter and verse? We could discuss it.
>
 
Has been discussed here. Chapter and verse were cited, I assume that you
weren't looking then.
 
Let's be more exact, do you think it is not in the Quran?. And what would
your consequences be when it it was shown to be in it?
 
 
>>Primitive Machism refers to
>>that. (I have misspelt that before, my fault).
>
>Again, not all of the Orient follows the Qur'an. So you'll have to do
>better than that.
>
 
I have not claimed that. It is sufficient for the argument when there are
a lot of male dominated societies that qualify as Machistic. Are you going
to say that the situation of women is better in sufficeint areas of the
Orient?
 
 
(Deletion)
>This is an argument for why _you_ don't like religions that suppress
>sex. A such it's an irrelevant argument.
>
>If you'd like to generalize it to an objective statement then
>fine. My response is then: you have given no reason for your statement
>that sex is not the business of religion (one of your ""arguments"").
>
>The urge for sex in adolescents is not so strong that any overly strong
>measures are required to suppress it. If the urge to have sex is so
>strong in an adult then that adult can make a commensurate effort to
>find a marriage partner.
>
 
You apparently have trouble reading things you don't like. The point was
having sex the way one wishes being a strong desire. Marriage is a red
herring. Tell me about homosexuals, for one. You simply ignore everything
that doesn't fit into the world as you would like to have it.
 
And as for the situation of adolescents, one has probably keep your
combination of leniency and maiming in mind, whe you say that it does
not take *overly* strong measures to suppress the urge for sex in
adolescents.
   Benedikt
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\54166
586,2,"From: pvtmakela@hylkn1.Helsinki.FI (M{kel{ Veikko)
Subject: Astro FTP list - April issue
Organization: University of Helsinki
Lines: 239

#                     
#                        A S T R O - F T P   L I S T
#                             Updated 28.04.1993
#
# This  is  a  short  description  of  anonymous-ftp  file  servers  containing
# astronomy  and space research related material.  I have  included only  those
# servers  where  there are  special subdirectories  for  astro stuff  or  much
# material  included into  a general  directories.  This list is not a complete
# data set of possible places,  so I would be very happy of all kind of notices
# and information depending on this listing.
#
# The newest version of this file is available via anonymous-ftp as:
#
#                nic.funet.fi:/pub/astro/general/astroftp.txt
#                                       
# There are also many mirror (copy) archives  for  simtel-20.army.mil (PC)  and 
# sumex-aim.stanford.edu (Mac) which are not included into this list. Only some
# of mirroring sites are listed.
#
#
#                                              Veikko Makela
#                                         Veikko.Makela@Helsinki.FI
#                                    *Computing Centre of Univ. Helsinki*
#                                      *Ursa Astronomical Association*   


# Server, IP                          # Contents                               
# Directories                                                                  
                                                                               
ames.arc.nasa.gov                     Spacecraf data and news,images,NASA data,
128.102.18.3                          Spacelink texts,VICAR software,FAQ
/pub/SPACE
     
arp.anu.edu.au                        Images
130.56.4.90
/pub/images/nasa

atari.archive.umich.edu               Atari                                    
141.211.164.8                                                                  
/atari/applications/astronomy                                                  
                                                                               
archive.afit.af.mil                   Satellite software,documents,elements
129.92.1.66
/pub/space
                                                                               
baboon.cv.nrao.edu                    AIPS document and patches,radioastronomy
192.33.115.103                        image processing,FITS test images
/pub/aips

c.scs.uiuc.edu                        ROSAT,Starchart(PC)                      
128.174.90.3                                                                   
/pub                                                                           
                                                                               
ccu1.aukuni.ac.nz                     PC
130.216.1.5
/msdos/astronomy                      (*) overseas connections refused

chara.gsu.edu                         Electronical Journal of ASA, Journal of
131.96.5.10                           ASA, SAC news
/

explorer.arc.nasa.gov                 Magellan, Viking and Voyager CDROMs
128.102.32.18
/cdrom

export.lcs.mit.edu                    XEphem distribution
18.24.0.12
/contrib/xephem

epona.physics.ucg.ie                  Some software, predictions, images,
140.203.1.3                           FITS info, miscellaneous
/pub/astro
/pub/space
/pub/fits

fits.cv.nrao.edu                      FITS documents, OS support, sample data,
192.33.115.8                          test files, sci.astro.fits archive
/FITS
                                                                               
ftp.cicb.fr                           Images
129.20.128.27
/pub/Images/ASTRO

ftp.cco.caltech.edu                   Astronomy magazine index 1991                                         
131.215.48.200                                                                 
/pub/misc                                                                      
                                                                               
ftp.cs.tu-berlin.de                   PC,Amiga,Mac,Unix,images,general
130.149.17.7
/pub/astro

ftp.funet.fi                          PC,Mac,CP/M,Atari,Amiga,databases,Unix,
128.214.6.100                         HP48,OS/2,texts,News,solar reports,images,
/pub/astro                            Satellite elements,FAQ
                                                                               
ftp.uni-kl.de                         iauc,Vista image reduction,asteroids
131.246.9.95
/pub/astro

garbo.uwasa.fi                        PC
128.214.87.1
/pc/astronomy                                                                  
                                                                               
gipsy.vmars.tuwien.ac.at              images
128.130.39.16
/pub/spacegifs

hanauma.stanford.edu                  Unix, satellite program, images
36.51.0.16                                                                      
/pub/astro                                                                     
/pub/astropix

hysky1.stmarys.ca                     ECU distribution
140.184.1.1
/pcstuff

idlastro.gsfc.nasa.gov                IDL routines 
128.183.57.82
/
                                                                               
iraf.noao.edu                         IRAF Software                            
140.252.1.1                                                                    
/iraf                                                                          
                                                                               
julius.cs.qub.ac.uk                   Space Digest
143.117.5.6
/pub/SpaceDigestArchive

rata.vuw.ac.nz                        Astrophysical software
130.195.2.11
/pub/astrophys                                                                 
                                                                               
kilroy.jpl.nasa.gov                   Satellite elements,spacecraft info
128.149.1.165
/pub/space

ns3.hq.eso.org                        Test images, Standards
134.171.11.4
/pub/testimages
/pub/standards

nssdca.gsfc.nasa.gov                  HST,IUE,Astro-1,NSSDCA info,Spacewarn,
128.183.36.23                         FITS standard                       
/                                                                         
                                                                               
plaza.aarnet.edu.au                   images,docs,Magellan
139.130.4.6
/graphics/graphics/astro
/magellan

pomona.claremont.edu                  Yale Bright Star Catalog
134.173.4.160
/YALE_BSC

pubinfo.jpl.nasa.gov                  JPL news, status reports, images
128.149.6.2
/

ra.nrl.navy.mil                       Mac
128.60.0.21
/MacSciTech/astro

rascal.ics.utexas.edu                 Mac                                      
128.83.138.20
/mac                                                                           
                                                                               
rigel.acs.oakland.edu                 PC
141.210.10.117
/pub/msdos/astronomy

rusmv1.rus.uni-stuttgart.de           Atari                                    
129.69.1.12                                                                    
/soft/atari/applications/astronomy                                             
                                                                               
simtel20.army.mil                     PC,CP/M                                  
192.88.110.20
/msdos/educ                                                                    
/cpm                                                                           
                                                                               
sol.deakin.oz.au                      garbo.uwasa.fi c.                        
128.184.1.1                                                                    
/pub/PC/chyde/astronomy                                                        
                                                                               
solbourne.solbourne.com               some PC programs
141.138.2.2
/pub/rp/as-is/astro

stardent.arc.nasa.gov                 Martian map                              
128.102.21.44                                                                  
/pub                                                                           
                                                                               
stsci.edu                             HSTMap(Mac),HST info                                       
130.167.1.2                                                                    
/Software                                                                      
                                                                               
sumex.stanford.edu                    Mac                                      
36.44.0.6                                                                      
/info-mac/app                                                                  
                                                                               
sun0.urz.uni-heidelberg.de            PC,misc
129.206.100.126
/pub/msdos/astronomy

techreports.larc.nasa.gov             NASA Langley technical reports
128.155.3.58
/pub/techreports/larc

tetra.gsfc.nasa.gov                   FITSIO subroutines                             
128.183.8.77                                                                   
/pub
                                                                               
unbmvs1.csd.unb.ca                    Space geodesy,solar activity info
131.202.1.2
pub.canspace

vmd.cso.uiuc.edu                      Weather satellite images
128.174.5.98
/wx

world.std.com                         PC; source codes
192.74.137.5
/pub/astronomy

xi.uleth.ca                           Solar reports,auroral activity forecast
142.66.3.29                           maps,solar images,x-ray plot,coronal
/pub/solar                            emission plots

# Some abbreviations:
#
#   c = copy (mirror) of other archive




# -----
# My other e-communication projects:
# * E-mail contact addresses of interest groups in amateur astronomy
# * European astronomy and space-related bulletin boards
# * E-mail catalogue of Finnish amateur astronomers
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\sci.space\61361
2174,2,"From: 18084TM@msu.edu (Tom)
Subject: Vandalizing the sky
X-Added: Forwarded by Space Digest
Organization: [via International Space University]
Original-Sender: isu@VACATION.VENARI.CS.CMU.EDU
Distribution: sci
Lines: 47

Wm Hathaway comments;
>I'd like to add that some of the ""protests"" do not come from a strictly
>practical consideration of what pollution levels are acceptable for
>research activities by professional astronomers.  Some of what I
>would complain about is rooted in aesthetics.  Many readers may
>never have known a time where the heavens were pristine - sacred -
>unsullied by the actions of humans.  The space between the stars
>as profoundly black as an abyss can be.  With full horizons and
>a pure sky one could look out upon half of all creation at a time
>- none of which had any connection with the petty matters of man.
>Any lights were supplied solely by nature; uncorruptable by men.
>Whole religions were based on mortal man somehow getting up there
>and becoming immortal as the stars, whether by apotheosis or a belief
>in an afterlife.

>The Space Age changed all that.  [more on man's effect on the environment]

>But there is still this desire to see a place that man hasn't
>fouled in some way.
>.... I think my point about a desire for beauty is valid,
>even if it can't ever be perfectly achieved.

I agree that the desire for beauty is valid, but I think your desire to
impose your vision of beauty is not.  You mention the age-old desire to
somehow get up there, but ignore the beauty of the actual achievment
of that vision.  You mention the beauty of a very dark sky, not impeded
by the effects of humans, but ignore the beauty of the as-dark-as-can-be
sky that is only visible from space, a vision that we, or at least,
our descendents, may one day be able to see, in part, because of efforts
that others call ugly.  One day, I hope, humans will be able to look out,
not upon half the heavens, with only nature-creted lights, but upon all
of the heavens, with no lights.  If advertising in space can help us reach
that goal, it is no less beautiful for the way we reach it, than the
'pristine' sky of yesteryear (or yester-century), which is totally
unreachable.  One of the original conceptions of beauty in wetsern
sculpture was a human form, in the effort of striving to reach a goal.
I don't think there's any reason to believe that modernity has changed that,
just because it has changed the way we strive.

BTW, there are places that people haven't fouled.  Sometimes they make
it better.

-Tommy Mac
-------------------------------------------------------------------------
Tom McWilliams 517-355-2178 wk   \\ As the radius of vision increases,
18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows.
-------------------------------------------------------------------------
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\sci.space\61276
1424,1,"From: poutsmaj@mace.cc.purdue.edu (unknown)
Subject: Re: bob vesterman's plan to generate fan interest
Organization: Purdue University
Lines: 54

In article <93110.200825RVESTERM@vma.cc.nd.edu> <RVESTERM@vma.cc.nd.edu> writes:
>the owners are whining about baseball not being popular among a
>large enough portion of the population, and have suggested various
>""remedies"", such as shortening the game or trying to convince us that
>""smoke'embake'emdominatebysheerintimidation"" is an accurate description
>of what is, essentially, a laid-back game.
>
>forget those lame ideas.  here is my new and exciting two-point plan to
>generate interest in baseball among the masses.
>
>point one: sex.
>point two: violence.
>
>let's face it, sex and violence are the only things that sell in
>america.  here's how we can implement them in the game:
>
>sex: cheerleaders, cheerleaders, and more cheerleaders.  dancing on top
>     of the dugouts.  bringing hot dogs to the umps during the seventh
>     inning stretch.  running up and down the stands.  (the south bend
>     white sox actually do this).
>
>violence: baseball players are such utter wuss boys.  the pitcher beans
>     the batter, and both benches empty in what is called a ""bench-clearing
>     brawl"".  EVERYBODY JUST STANDS THERE AND LOOKS AT EACH OTHER. stand,
>     stand, stand.  look, look, look.  ho, hum.  then, the bullpens
>     come running in.  when they reach the ""fight"", they just stand
>     there, too.
>
>     anybody coming off the bench who does not throw at least one punch
>     should be suspended and fined.  further, the bullpens should fight
>     it out in the outfield, so as not to waste time and energy running
>     to the infield.
>
>

I think what Bob is describing here is a game which MAD magazine
called 'Basebrawl'.  I have no idea what issue, but it sure did cover
the violence issue.

paul





football: sex, violence.
>basketball: sex, violence.
>hockey: violence.
>baseball: ""da pastime of da nayshun!"" - yawn.
>
>bob vesterman.
>


",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\105098
2023,1,"From: pcollac@pyrnova.mis.pyramid.com (Paul Collacchi)
Subject: Re: Braves & Giants: a case study of their weaknesses
Reply-To: pcollac@pyrnova.mis.pyramid.com (Paul Collacchi)
Distribution: usa
Organization: Pyramid Technologies, Mt. View, California.
Lines: 24

In article <1993Apr20.063339.10118@bnlux1.bnl.gov>, kyee@bnlux1.bnl.gov
(kenton yee) writes:
|>  
|> Sunday's game exposed the weaknesses of both teams quite clearly,
|> and that the Braves are vulnerable:
|> 
|> Braves' weaknesses:
|> a)weak defense: a couple of Bond's doubles and a bloop by
|>  Clayton would've been caught by a better outfield.  
|> b)weak bullpen:  ha ha, their closers are Bedrosian and Howell!

Not an astute observation -- this is a straw-bullpen.  The lefties,
Stanton & Mercker are strong, and Wohlers is down learning a new pitch.
The bullpen is fine, probably superior.

|> c)over-reliance on Pendleton; a Pendleton slump becomes a team slump.
|> 

Also false.  Gant, Nixon, Justice, Hunter, Blauser present a decent enough
offense.  EVERYONE is slumping (except Blauser), not just Pendleton.

BTW, what is the story with Brian Hunter?  Is he in the dog house?

Paul Collacchi
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\104671
1949,1,"From: dfl@math.wayne.edu (David Frohardt-Lane)
Subject: Re: RBI's (was: Notes on Jays/Indians)
Organization: Wayne State University Math Department, Detroit
Distribution: na
Lines: 23

In article <1993Apr15.212014.1782@news.acns.nwu.edu> edo@casbah.acns.nwu.edu (Edward Ouellette) writes:
>Me, too... RBI are a worthless stat. Of course, so is stolen bases because 
>sometimes runners are in front of a player that would otherwise run. And of
>course pitchers pitch differently with different people on different bases,
>so batting average, slugging and obp out, too.  Hmmm... i guess homers would
>not count then, either.
>My point? RBI might not be a perfect stat but nothing is. And no stat (or lack
>of) can tell me there are no clutch hitters. Maybe no stat CAN tell me,
>either, but some people are... I just know it!!! 8)

But why would you want to use RBI?   RBI is an attempt to measure is some
combination of clutch hitting and power hitting.  If you believe in
clutch hitting, then look at how the guy hit with RISP.  If you want to
see how good of a slugger he is, then look at his slugging average.  

In terms of evaluating players, RBI totals are better than nothing.  But
why use them when so many better stats are out there?

--
David Frohardt-Lane   dfl@math.wayne.edu 
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
Go Tigers, Lions, Pistons, Red Wings and Wolverines !!!!!!!!!!
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104696
1425,1,"From: dwarner@journalism.indiana.edu (David J.)
Subject: Re: THE METS ARE RAPISTS!!
Nntp-Posting-Host: mozzarella.journalism.indiana.edu
Reply-To: dwarner@journalism.indiana.edu
Organization: Indiana University
Lines: 19

""Todd Karlin"" writes
> I do not read Klapisch's news columns regularly, but I
> do know that he has been accused before as being an instigator
> that enjoys (hopefully for only professional reasons) to drumb
> up a news story, even if there isn't one there.  Now as far as
> the confrontation with Bobby Bonilla a few days ago, I almost
> totally blame Bonilla.  No matter what a member of the press
> does, and no matter how much of a putrid individual he might
> be, that does not give a ballplayer the right to threaten a
> journalist.  

Bonilla wasn't threatening anyone.  He just wanted to give him the dollar 
tour.  =^)

--
David J.(dwarner@journalism.indiana.edu)*****Blue Riddle Productions 1993
*-------------------------------It's on.--------------------------------*
***""THE RAP IS AN ART EP"" is coming out on tape -- this time for real.***
*------------------------E-mail me for the 411.-------------------------*
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104466
2179,1,"From: jmann@vineland.pubs.stratus.com (Jim Mann)
Subject: Re: Apology for Article
Organization: Stratus Computer Inc, Marlboro MA
Lines: 26
Reply-To: jmann@vineland.pubs.stratus.com
NNTP-Posting-Host: gondolin.pubs.stratus.com

In article <GRABINER.93Apr23112924@germain.harvard.edu>  writes:
> But it is subject to all kinds of bias, and is almost completely  
useless
> for first basemen.  From the raw stats, there is no way to tell  
which of
> a first baseman's putouts were made on throws from other fielders,  
and
> which were made on his own plays; likewise, you can't tell whether  
a
> double play was 6-4-3 or 3-6-3.  Fielding Runs thus gives a first
> baseman no credit for putouts or double plays, only for assists and
> errors.  

But ingnoring putouts is biased in yet another way. Range is
not the only thing that makes a good firstbaseman. The ability
to field all sorts of balls thrown to him: digging some out of the
dirt, stretching for others, and so forth is important. Thus, 
putouts do provide some information.  Maybe what we need is a
comparision of how many balls were thrown to the area of the
first baseman vs. how many he actually got.


--
Jim Mann            
Stratus Computer   jmann@vineland.pubs.stratus.com  

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\104966
